,county,state,county_population,covid_hospital_admissions_per_100k,covid_cases_per_100k,lon,lat
32585,Pipestone County,Minnesota,9126.0,3.0,87.66,-96.2566582,44.0270012
32586,Rock County,Minnesota,9315.0,3.0,64.41,-96.2574328,43.6733632
32587,Lake County,South Dakota,12797.0,3.0,15.63,-97.1267291,44.0188394
32588,McCook County,South Dakota,5586.0,3.0,53.71,-97.37153,43.6719795
32589,Lyon County,Iowa,11755.0,3.0,25.52,-96.2081917,43.3747071
32590,Minnehaha County,South Dakota,193134.0,3.0,67.83,-96.7837626,43.6680284
32591,Moody County,South Dakota,6576.0,3.0,15.21,-96.6671385,43.998215
32592,Turner County,South Dakota,8384.0,3.0,11.93,-97.136978,43.3256378
32593,Union County,South Dakota,15932.0,3.0,18.83,-96.6772947,42.8717888
32594,Cass County,Missouri,105780.0,3.8,74.68,-94.3721539,38.6585427
32595,Daviess County,Missouri,8278.0,3.8,48.32,-93.9962662,39.9587505
32596,Johnson County,Missouri,54062.0,3.8,25.9,-93.8161034,38.7295547
32597,Platte County,Missouri,104418.0,3.8,34.48,-94.7716306,39.3770348
32598,Caldwell County,Missouri,9020.0,3.8,11.09,-93.9997281,39.6558966
32599,Lafayette County,Missouri,32708.0,3.8,42.8,-93.8151868,39.0603689
32600,Clay County,Missouri,249948.0,3.8,24.0,-94.4046405,39.3187409
32601,Clinton County,Missouri,20387.0,3.8,4.91,-94.4184896,39.5975986
32602,Jackson County,Missouri,703011.0,3.8,115.22,-94.35835357736804,39.03540865
32603,Ray County,Missouri,23018.0,3.8,52.13,-93.9888262,39.3661726
32604,Bremer County,Iowa,25062.0,6.7,91.77,-92.3099856,42.7669649
32605,Black Hawk County,Iowa,131228.0,6.7,102.11,-92.3030235,42.4607526
32606,Butler County,Iowa,14439.0,6.7,83.11,-92.7819493,42.7336512
32607,Buchanan County,Iowa,21175.0,6.7,42.5,-91.8449198,42.4634928
32608,Fayette County,Iowa,19650.0,6.7,66.16,-91.850265,42.8420766
32609,Grundy County,Iowa,12232.0,6.7,73.58,-92.7808666,42.4132701
32610,Codington County,South Dakota,28009.0,0.0,53.55,-97.1976513,44.9695646
32611,Deuel County,South Dakota,4351.0,0.0,91.93,-96.671551,44.7554353
32612,Hamlin County,South Dakota,6164.0,0.0,32.45,-97.2005816,44.6754502
32613,Clark County,South Dakota,3736.0,0.0,80.3,-97.7431382,44.8684319
32614,Grant County,South Dakota,7052.0,0.0,56.72,-96.7057561,45.1690114
32615,Saline County,Kansas,54224.0,0.0,11.07,-97.6669832,38.7704462
32616,Ottawa County,Kansas,5704.0,0.0,0.0,-97.6568094,39.1273653
32617,Ellsworth County,Kansas,6102.0,0.0,0.0,-98.2149289,38.6942009
32618,Lincoln County,Kansas,2962.0,0.0,67.52,-98.2155504,39.0343606
32619,Kearny County,Kansas,3838.0,0.0,26.06,-101.3523356,37.9960049
32620,Lane County,Kansas,1535.0,0.0,65.15,-100.4776682,38.4651663
32621,Scott County,Kansas,4823.0,0.0,20.73,-100.9336244,38.4584915
32622,Hamilton County,Kansas,2539.0,0.0,0.0,-101.8141159,38.0058948
32623,Finney County,Kansas,36467.0,0.0,2.74,-100.8199963,38.0452481
32624,Haskell County,Kansas,3968.0,0.0,0.0,-100.8840421,37.5611249
32625,Pierce County,Nebraska,7148.0,3.1,111.92,-97.6036812,42.2591262
32626,Madison County,Nebraska,35099.0,3.1,54.13,-97.5961512,41.9064942
32627,Wayne County,Nebraska,9385.0,3.1,138.52,-97.169623,42.1941294
32628,Stanton County,Nebraska,5920.0,3.1,0.0,-97.2141158,41.9220687
32629,Antelope County,Nebraska,6298.0,3.1,47.63,-98.0716943,42.1864809
32630,Grant County,Minnesota,5972.0,4.6,150.7,-96.0272071,45.9358795
32631,Otter Tail County,Minnesota,58746.0,4.6,74.9,-95.713142,46.4184196
32632,Van Buren County,Iowa,7044.0,2.0,0.0,-91.9689529,40.749202
32633,Jefferson County,Iowa,18295.0,2.0,16.4,-91.9718642,41.0131342
32634,Keokuk County,Iowa,10246.0,2.0,29.28,-92.1867128,41.3154792
32635,Mahaska County,Iowa,22095.0,2.0,27.16,-92.6489935,41.314939
32636,Monroe County,Iowa,7707.0,2.0,0.0,-92.8792544,41.0142519
32637,Wapello County,Iowa,34969.0,2.0,14.3,-92.4140217,41.0137597
32638,Brookings County,South Dakota,35077.0,2.5,42.76,-96.7925213,44.3763598
32639,Kingsbury County,South Dakota,4939.0,2.5,161.98,-97.4882433,44.3631469
32640,Osborne County,Kansas,3421.0,0.0,0.0,-98.7933509,39.3351558
32641,Jewell County,Kansas,2879.0,0.0,0.0,-98.21908622535383,39.784853
32642,Mitchell County,Kansas,5979.0,0.0,33.45,-98.2112629,39.3863019
32643,Richardson County,Nebraska,7865.0,19.1,25.43,-95.7607517,40.1194651
32644,Pawnee County,Nebraska,2613.0,19.1,114.81,-96.2629022,40.1223248
32645,Linn County,Kansas,9703.0,0.0,20.61,-94.8578272,38.1965927
32646,Bourbon County,Kansas,14534.0,0.0,0.0,-94.8679591,37.8485797
32647,Crawford County,Kansas,38818.0,0.0,54.1,-94.8652466,37.503889
32648,Floyd County,Iowa,15642.0,0.0,95.9,-92.7830539,43.0587894
32649,Chickasaw County,Iowa,11933.0,0.0,33.52,-92.316679,43.05994
32650,Cheyenne County,Kansas,2657.0,0.0,0.0,-101.7575491,39.7955799
32651,Rawlins County,Kansas,2530.0,0.0,0.0,-101.0994722,39.7904797
32652,Lucas County,Iowa,8600.0,0.0,46.51,-93.3427643,41.0147422
32653,Wayne County,Iowa,6441.0,0.0,31.05,-93.343458,40.7436612
32654,Nance County,Nebraska,3519.0,0.0,142.09,-98.002421,41.3947359
32655,Boone County,Nebraska,5192.0,0.0,38.52,-98.0544842,41.7103804
32656,Platte County,Nebraska,33470.0,0.0,11.95,-97.54136640081376,41.538537500000004
32657,Eddy County,North Dakota,2287.0,0.0,0.0,-98.9087265,47.7113958
32658,Benson County,North Dakota,6832.0,0.0,73.19,-99.403103,48.0191362
32659,Ramsey County,North Dakota,11519.0,0.0,34.73,-98.7062419,48.2426199
32660,Clay County,Kansas,8002.0,0.0,12.5,-97.1718432,39.3615169
32661,Grundy County,Missouri,9850.0,0.0,81.22,-93.5737817,40.1075648
32662,Mercer County,Missouri,3617.0,0.0,110.59,-93.5788706,40.4095007
32663,Camden County,Missouri,46305.0,4.3,12.96,-92.7638327,38.0323133
32664,Glacier County,Montana,13753.0,3.3,101.8,-112.9467116,48.6966449
32665,Pondera County,Montana,5911.0,3.3,135.34,-112.1206742,48.2443094
32666,Cascade County,Montana,81366.0,3.3,36.87,-111.3281242,47.3271465
32667,Chouteau County,Montana,5635.0,3.3,0.0,-110.367651,47.8835499
32668,Teton County,Montana,6147.0,3.3,81.34,-112.2566035,47.8455676
32669,Toole County,Montana,4736.0,3.3,21.11,-111.7313702,48.6768334
32670,Judith Basin County,Montana,2007.0,3.3,99.65,-110.2261158,47.0159821
32671,Clearwater County,Idaho,8756.0,2.1,34.26,-115.658248,46.7108188
32672,Nez Perce County,Idaho,40408.0,2.1,24.75,-116.8072307,46.3959861
32673,Garfield County,Washington,2225.0,2.1,44.94,-117.5294769,46.4604687
32674,Lewis County,Idaho,3838.0,2.1,0.0,-116.4050453,46.2651949
32675,Asotin County,Washington,22582.0,2.1,17.71,-117.2045179,46.1678079
32676,Idaho County,Idaho,16667.0,2.1,30.0,-115.5160723,45.7680684
32677,Twin Falls County,Idaho,86878.0,5.3,33.38,-114.6971949,42.2728777
32678,Gooding County,Idaho,15179.0,5.3,32.94,-114.8286924,43.0031041
32679,Jerome County,Idaho,24412.0,5.3,86.02,-114.2867043,42.702266
32680,Lincoln County,Idaho,5366.0,5.3,37.27,-114.1650584,43.0138672
32681,El Dorado County,California,192843.0,3.6,71.56,-120.5276129,38.7574137
32682,Placer County,California,398329.0,3.6,70.29,-120.7650606,39.1012064
32683,Sacramento County,California,1552058.0,3.6,159.01,-121.2980707,38.4732259
32684,Yolo County,California,220500.0,3.6,120.18,-121.9059001,38.7184542
32685,Bear Lake County,Idaho,6125.0,1.3,16.33,-111.3198808,42.2172123
32686,Franklin County,Idaho,13876.0,1.3,0.0,-111.8203389,42.1093652
32687,Cache County,Utah,128289.0,1.3,25.72,-111.7451159,41.7042978
32688,Morrow County,Oregon,11603.0,2.6,51.71,-119.6052459,45.360901
32689,Walla Walla County,Washington,60760.0,2.6,90.52,-118.5174284,46.2055155
32690,Columbia County,Washington,3985.0,2.6,50.19,-117.9174697,46.2947665
32691,Umatilla County,Oregon,77950.0,2.6,42.33,-118.7671122,45.6416995
32692,Broadwater County,Montana,6237.0,2.3,48.1,-111.4969303,46.3252827
32693,Lewis and Clark County,Montana,69432.0,2.3,50.41,-112.4768049,47.2117026
32694,Jefferson County,Montana,12221.0,2.3,40.91,-112.1388102,46.1850019
32695,Sheridan County,Montana,3309.0,0.0,0.0,-104.5154683,48.7625919
32696,Daniels County,Montana,1690.0,0.0,0.0,-105.5123296,48.7710629
32697,Moffat County,Colorado,13283.0,0.0,22.59,-108.252345,40.6083135
32698,Routt County,Colorado,25638.0,0.0,58.51,-106.9724072,40.4514373
32699,Curry County,Oregon,22925.0,4.3,47.98,-124.216879,42.4265426
32700,Coos County,Oregon,64487.0,4.3,68.23,-124.109621,43.2184144
32701,Del Norte County,California,27812.0,4.3,125.84,-123.91328,41.7261767
32702,Archuleta County,Colorado,14029.0,2.3,42.77,-107.0842479,37.1995993
32703,La Plata County,Colorado,56221.0,2.3,85.38,-107.8539029,37.2889732
32704,Montezuma County,Colorado,26183.0,2.3,34.37,-108.6260849,37.3476546
32705,Navajo County,Arizona,110924.0,2.3,85.64,-110.3549451,35.1819775
32706,San Juan County,Colorado,728.0,2.3,137.36,-107.6495508,37.7633081
32707,San Juan County,New Mexico,123958.0,2.3,56.47,-108.3046555,36.4755752
32708,San Juan County,Utah,15308.0,2.3,6.53,-109.7852018,37.5859438
32709,Dolores County,Colorado,2055.0,2.3,0.0,-108.4596087,37.7524811
32710,Silver Bow County,Montana,34915.0,9.3,14.32,-112.66857559982438,46.0025889
32711,Beaverhead County,Montana,9453.0,9.3,31.74,-114.10728658372163,47.59670835
32712,Deer Lodge County,Montana,9140.0,9.3,32.82,-113.089332,46.0753795
32713,Park County,Montana,16606.0,0.0,102.37,-110.52981,45.5027347
32714,Sweet Grass County,Montana,3737.0,0.0,107.04,-109.9503947,45.8729386
32715,Imperial County,California,181215.0,2.3,24.83,-115.3595666,33.0305487
32716,San Diego County,California,3338330.0,2.3,122.49,-116.7706277,32.9637838
32717,Clallam County,Washington,77331.0,1.8,160.35,-123.7373472,47.9998383
32718,Jefferson County,Washington,32221.0,1.8,167.59,-123.6328565,47.7325289
32719,Yuma County,Arizona,213787.0,3.0,14.5,-113.8975031,32.7915374
32720,La Paz County,Arizona,21108.0,3.0,9.48,-114.0184443,33.7923828
32721,Pierce County,Washington,904980.0,12.0,113.15,-122.2117983,47.0022547
32722,Daggett County,Utah,950.0,6.9,0.0,-109.4798174,40.915567
32723,Sweetwater County,Wyoming,42343.0,6.9,14.17,-108.9702314,41.6239475
32724,Humboldt County,California,135558.0,4.4,153.44,-123.8997734,40.5997415
32725,Weston County,Wyoming,6927.0,0.0,14.44,-104.5361902,43.8397865
32726,Norfolk City,Virginia,242742.0,2.6,122.76,-76.29731173163105,36.81927215
32727,Portsmouth City,Virginia,94398.0,2.6,118.65,-76.3532998,36.8444196
32728,Virginia Beach City,Virginia,449974.0,2.6,99.12,-75.8876014,36.5943204
32729,Isle of Wight County,Virginia,37109.0,2.6,91.62,-76.7248143,36.8953677
32730,Southampton County,Virginia,17631.0,2.6,124.78,-77.1586002,36.6959378
32731,Chesapeake City,Virginia,244835.0,2.6,91.9,-76.2466798,36.7183708
32732,Suffolk City,Virginia,92108.0,2.6,97.71,-76.6241825,36.7427673
32733,Currituck County,North Carolina,27763.0,2.6,32.42,-75.9118432,36.3918723
32734,Franklin City,Virginia,7967.0,2.6,25.1,-75.3835302,38.0078996
32735,Montour County,Pennsylvania,18230.0,10.4,202.96,-76.6615816,41.0289528
32736,Northumberland County,Pennsylvania,90843.0,10.4,103.48,-76.6943741,40.8488473
32737,Schuylkill County,Pennsylvania,141359.0,10.4,68.62,-76.2277971,40.6936632
32738,Snyder County,Pennsylvania,40372.0,10.4,42.11,-77.0909536,40.7615395
32739,Union County,Pennsylvania,44923.0,10.4,66.78,-77.0785945,40.9745493
32740,Johnson County,Illinois,12417.0,1.0,72.48,-88.8844045,37.4501818
32741,Ballard County,Kentucky,7888.0,1.0,0.0,-88.9888619,37.0231521
32742,Livingston County,Kentucky,9194.0,1.0,43.51,-88.3343825,37.1898627
32743,Lyon County,Kentucky,8210.0,1.0,60.9,-88.0658149,36.9981232
32744,McCracken County,Kentucky,65418.0,1.0,438.72,-88.7107201,37.0335839
32745,Marshall County,Kentucky,31100.0,1.0,16.08,-88.3264641,36.8624306
32746,Massac County,Illinois,13772.0,1.0,7.26,-88.7163312,37.2177417
32747,Graves County,Kentucky,37266.0,1.0,29.52,-88.6569094,36.7244966
32748,Hickman County,Kentucky,4380.0,1.0,0.0,-88.9587214,36.6903525
32749,Carlisle County,Kentucky,4760.0,1.0,126.05,-88.9636817,36.8432751
32750,Crittenden County,Kentucky,8806.0,1.0,0.0,-88.0885106,37.3600974
32751,Penobscot County,Maine,152148.0,17.6,404.87,-68.5957766,45.2930166
32752,Washington County,Maine,31379.0,17.6,197.58,-67.6287553,44.9744397
32753,Piscataquis County,Maine,16785.0,17.6,220.43,-69.2923096,45.8358193
32754,Hancock County,Maine,54987.0,17.6,332.81,-68.2994753,44.7135397
32755,Broome County,New York,190488.0,35.3,374.3,-75.8404114,42.1455623
32756,Sullivan County,Pennsylvania,6066.0,35.3,329.71,-76.5117017,41.4402556
32757,Bradford County,Pennsylvania,60323.0,35.3,442.62,-76.5264613,41.7746685
32758,Tioga County,New York,48203.0,35.3,435.66,-76.3309339,42.1333395
32759,Susquehanna County,Pennsylvania,40328.0,35.3,255.41,-75.8170767,41.8218729
32760,Wayne County,New York,89918.0,15.9,299.16,-77.0377603,43.1500557
32761,Ontario County,New York,109777.0,15.9,299.7,-77.295025,42.8580624
32762,Seneca County,New York,34016.0,15.9,214.6,-76.8386051,42.7831619
32763,Yates County,New York,24913.0,15.9,289.01,-77.112177,42.6444444
32764,Ohio County,West Virginia,41411.0,6.8,176.28,-80.6109467,40.0984771
32765,Tyler County,West Virginia,8591.0,6.8,11.64,-80.8682493,39.4552913
32766,Wetzel County,West Virginia,15065.0,6.8,33.19,-80.6503396,39.6092584
32767,Belmont County,Ohio,67006.0,6.8,44.77,-81.0097516,40.0057737
32768,Monroe County,Ohio,13654.0,6.8,51.27,-81.1078783,39.7157533
32769,Marshall County,West Virginia,30531.0,6.8,134.29,-80.6616946,39.854861
32770,Frederick County,Virginia,89313.0,3.9,72.78,-78.279166,39.2127031
32771,Winchester City,Virginia,28078.0,3.9,96.16,-76.3600809,36.8300544
32772,Jefferson County,West Virginia,57146.0,3.9,118.99,-77.8782587,39.2954767
32773,Warren County,Virginia,40164.0,3.9,67.22,-78.2096656,38.9131907
32774,Berkeley County,West Virginia,119171.0,3.9,96.5,-78.0395522,39.4535243
32775,Hampshire County,West Virginia,23175.0,3.9,73.35,-78.6212207,39.3015109
32776,Morgan County,West Virginia,17884.0,3.9,78.28,-78.2592246,39.5455257
32777,Clarke County,Virginia,14619.0,3.9,88.93,-77.9926448,39.119728
32778,Shenandoah County,Virginia,43616.0,3.9,75.66,-78.5890893,38.856559
32779,Chester County,Pennsylvania,524989.0,6.2,144.76,-75.7652424,39.9829308
32780,Bucks County,Pennsylvania,628270.0,6.2,129.08,-75.1263909,40.3451668
32781,Philadelphia County,Pennsylvania,1584064.0,6.2,100.63,-75.1326504,40.0114538
32782,Delaware County,Pennsylvania,566747.0,6.2,146.8,-75.4001639,39.9194117
32783,Montgomery County,Pennsylvania,830915.0,6.2,167.04,-75.3702305,40.2154361
32784,Bath County,Virginia,4147.0,4.1,48.23,-79.73500168165043,38.05572555
32785,Covington City,Virginia,5538.0,4.1,234.74,-80.00028885209204,37.7901711
32786,Alleghany County,Virginia,14860.0,4.1,0.0,-80.0227166,37.8167022
32787,Greenbrier County,West Virginia,34662.0,4.1,138.48,-80.450934,37.961175
32788,Monroe County,West Virginia,13275.0,4.1,75.33,-80.5192225,37.5585821
32789,Kennebec County,Maine,122302.0,6.1,533.92,-69.8250659,44.4184616
32790,Somerset County,Maine,50484.0,6.1,293.16,-70.0997288,45.4538403
32791,Waldo County,Maine,39715.0,6.1,347.48,-69.1365185,44.4870161
32792,Dutchess County,New York,294218.0,9.4,213.45,-73.7516205,41.7194303
32793,Putnam County,New York,98320.0,9.4,265.46,-73.760156,41.426996
32794,Ulster County,New York,177573.0,9.4,234.27,-74.2618518,41.8689317
32795,Westchester County,New York,967506.0,9.4,274.73,-73.7907554,41.1763139
32796,Todd County,Kentucky,12294.0,0.5,16.27,-87.1728185,36.8098474
32797,Hopkins County,Kentucky,44686.0,0.5,31.33,-87.5612458,37.3006817
32798,Muhlenberg County,Kentucky,30622.0,0.5,16.33,-87.1417319,37.1984359
32799,Trigg County,Kentucky,14651.0,0.5,61.43,-87.8782433,36.7949221
32800,Christian County,Kentucky,70461.0,0.5,45.42,-87.5014545,36.8778665
32801,Webster County,Kentucky,12942.0,0.5,23.18,-87.6650997,37.5139929
32802,Caldwell County,Kentucky,12747.0,0.5,117.67,-87.8391211,37.1169666
32803,Boyd County,Kentucky,46718.0,9.2,62.07,-82.6945926,38.3608934
32804,Carter County,Kentucky,26797.0,9.2,55.98,-83.0039034,38.3199171
32805,Martin County,Kentucky,11195.0,9.2,44.66,-82.5077178,37.8022242
32806,Lawrence County,Ohio,59463.0,9.2,105.95,-82.5702511,38.6065461
32807,Cabell County,West Virginia,91945.0,9.2,88.1,-82.2316907,38.4200892
32808,Greenup County,Kentucky,35098.0,9.2,62.68,-82.9180186,38.5108112
32809,Lawrence County,Kentucky,15317.0,9.2,13.06,-82.7316588,38.0601807
32810,Lincoln County,West Virginia,20409.0,9.2,88.2,-82.0671435,38.1570776
32811,Wayne County,West Virginia,39402.0,9.2,27.92,-82.4289201,38.1270685
32812,Adams County,Pennsylvania,103009.0,1.2,104.85,-77.2395963,39.8708972
32813,Frederick County,Maryland,259547.0,1.2,104.41,-77.4118135,39.4608481
32814,York County,Pennsylvania,449058.0,1.2,106.0,-76.7008946,39.9067499
32815,Dickenson County,Virginia,14318.0,0.0,13.97,-82.359691,37.1226368
32816,Lee County,Virginia,23423.0,0.0,4.27,-83.0973211,36.6841272
32817,Wise County,Virginia,37383.0,0.0,61.53,-82.6103804,37.0170633
32818,Norton City,Virginia,3981.0,0.0,50.24,-82.63543763084246,36.9330084
32819,Blair County,Pennsylvania,121829.0,5.9,42.68,-78.3682329,40.4870748
32820,Cambria County,Pennsylvania,130192.0,5.9,77.58,-78.718852,40.4843583
32821,Bedford County,Pennsylvania,47888.0,5.9,50.12,-78.5237447,40.0271453
32822,Somerset County,Pennsylvania,73447.0,5.9,43.57,-79.0415528,39.9980022
32823,Essex County,New Jersey,798975.0,5.4,249.07,-74.2479444,40.7913922
32824,Middlesex County,New Jersey,825062.0,5.4,267.98,-74.3963102,40.4279708
32825,Union County,New Jersey,556341.0,5.4,217.49,-74.3045277,40.6652251
32826,Somerset County,New Jersey,328934.0,5.4,279.69,-74.6189556,40.5675084
32827,Arlington County,Virginia,236842.0,3.4,375.78,-77.0893094,38.8769326
32828,Fairfax County,Virginia,1147532.0,3.4,210.1,-77.2836849,38.8156356
32829,Loudoun County,Virginia,413538.0,3.4,190.31,-77.6705008,39.0984586
32830,Alexandria City,Virginia,159428.0,3.4,287.28,-77.0848878997393,38.82366505
32831,Fairfax City,Virginia,24019.0,3.4,104.08,-77.3005455,38.8506152
32832,Falls Church City,Virginia,14617.0,3.4,280.5,-77.1894251,38.8834451
32833,Suffolk County,New York,1476601.0,9.3,269.33,-72.8578027,40.8832318
32834,Nassau County,New York,1356924.0,9.3,328.54,-73.56890580233586,40.74358475
32835,Cortland County,New York,47581.0,14.7,241.69,-76.0704906,42.5842136
32836,Tompkins County,New York,102180.0,14.7,477.59,-76.47279396502887,42.445339000000004
32837,Fauquier County,Virginia,71222.0,0.7,67.39,-77.8141221,38.7513714
32838,Prince William County,Virginia,470335.0,0.7,137.35,-77.5536743,38.7389846
32839,Manassas Park City,Virginia,17478.0,0.7,62.94,-77.4229182,38.7614514
32840,Manassas City,Virginia,41085.0,0.7,126.57,-77.47077911045142,38.75081835
32841,Berkshire County,Massachusetts,124944.0,15.5,500.22,-73.2322639,42.3999954
32842,Columbia County,New York,59461.0,15.5,314.49,-73.6723456,42.2415027
32843,Greene County,New York,47188.0,15.5,190.73,-74.0878112,42.2628769
32844,Elk County,Pennsylvania,29910.0,3.3,50.15,-78.626009,41.437362
32845,Cumberland County,New Jersey,149527.0,0.0,137.77,-75.1623239,39.3183341
32846,Henry County,Virginia,50557.0,1.5,217.58,-79.9242922,36.6725813
32847,Caswell County,North Carolina,22604.0,1.5,35.39,-79.3357315,36.4035101
32848,Danville City,Virginia,40044.0,1.5,164.82,-79.39165039327992,36.586054000000004
32849,Martinsville City,Virginia,12554.0,1.5,215.07,-79.8750387,36.6909706
32850,Pittsylvania County,Virginia,60354.0,1.5,104.38,-79.4364106,36.8121678
32851,Patrick County,Virginia,17608.0,1.5,90.87,-80.284636,36.6818706
32852,Berks County,Pennsylvania,421164.0,3.3,83.34,-75.9433305,40.4113762
32853,Knox County,Tennessee,470313.0,2.4,48.05,-83.9375598,35.9859998
32854,Monroe County,Tennessee,46545.0,2.4,12.89,-84.239964,35.4397238
32855,Loudon County,Tennessee,54068.0,2.4,42.54,-84.320293,35.7490023
32856,McMinn County,Tennessee,53794.0,2.4,9.29,-84.624875,35.444223
32857,Blount County,Tennessee,133088.0,2.4,46.59,-83.9314465,35.6719722
32858,Meigs County,Tennessee,12422.0,2.4,16.1,-84.8109718,35.51017
32859,Sevier County,Tennessee,98250.0,2.4,53.94,-83.5291901,35.8047065
32860,Union County,Tennessee,19972.0,2.4,25.04,-83.8451468,36.2979687
32861,Fayette County,Georgia,114421.0,3.3,84.77,-84.4953763,33.3899269
32862,Fulton County,Georgia,1063937.0,3.3,121.06,-84.2961283,34.0580391
32863,Clayton County,Georgia,292256.0,3.3,67.06,-84.3591713,33.5204959
32864,Henry County,Georgia,234561.0,3.3,46.9,-84.1367771,33.4519942
32865,Rockdale County,Georgia,90896.0,3.3,70.41,-84.0322064,33.6430283
32866,DeKalb County,Georgia,759297.0,3.3,96.4,-84.2186508,33.7575613
32867,Gwinnett County,Georgia,936250.0,3.3,67.82,-84.0227467,33.9566869
32868,Walton County,Georgia,94593.0,3.3,1.06,-83.740416,33.762884
